"GMTTIMESTAMP","LONGITUDE","LATITUDE","ALTITUDE","ACCURACY"
2015-07-12T08:07:11Z,-0.0478205,52.1400014,105.0,12.0
2015-07-12T08:07:39Z,-0.0476667,52.1400206,101.0,13.0
2015-07-12T08:07:47Z,-0.0475838,52.1401024,105.0,13.0
2015-07-12T08:07:52Z,-0.0474071,52.1401122,103.0,13.0
2015-07-12T08:07:56Z,-0.0472406,52.1401589,109.0,13.0
2015-07-12T08:07:59Z,-0.0470772,52.140228,112.0,14.0
2015-07-12T08:08:02Z,-0.0469623,52.1402978,114.0,13.0
2015-07-12T08:08:05Z,-0.0468016,52.1403504,112.0,12.0
2015-07-12T08:08:08Z,-0.0466523,52.1404084,113.0,11.0
2015-07-12T08:08:10Z,-0.046528,52.1404612,111.0,12.0
2015-07-12T08:08:12Z,-0.0464011,52.1405128,109.0,12.0
2015-07-12T08:08:15Z,-0.0462114,52.1405843,108.0,13.0
2015-07-12T08:08:17Z,-0.0460777,52.1406313,108.0,13.0
2015-07-12T08:08:20Z,-0.0459202,52.1406868,108.0,13.0
2015-07-12T08:08:23Z,-0.0457645,52.1407193,112.0,13.0
2015-07-12T08:08:27Z,-0.0455746,52.1407371,112.0,13.0
2015-07-12T08:08:30Z,-0.0453868,52.1407682,110.0,14.0
2015-07-12T08:08:33Z,-0.0452124,52.1408223,110.0,14.0
2015-07-12T08:08:36Z,-0.0449968,52.1408487,110.0,14.0
2015-07-12T08:08:38Z,-0.0448494,52.1408673,109.0,14.0
2015-07-12T08:08:41Z,-0.0446466,52.1409001,109.0,18.0
2015-07-12T08:08:44Z,-0.0444722,52.1409529,109.0,23.0
2015-07-12T08:08:47Z,-0.0442923,52.1410104,108.0,28.0
2015-07-12T08:08:49Z,-0.0441147,52.1410386,108.0,31.0
2015-07-12T08:08:53Z,-0.0440249,52.1411399,111.0,20.0
2015-07-12T08:08:55Z,-0.0436758,52.1411199,111.0,15.0
2015-07-12T08:08:57Z,-0.0435041,52.1411778,116.0,15.0
2015-07-12T08:08:59Z,-0.0433265,52.1412442,121.0,17.0
2015-07-12T08:09:01Z,-0.0430557,52.1412852,120.0,19.0
2015-07-12T08:09:03Z,-0.0429039,52.1413087,119.0,15.0
2015-07-12T08:09:05Z,-0.042735,52.1413396,121.0,14.0
2015-07-12T08:09:07Z,-0.0425048,52.1413515,121.0,14.0
2015-07-12T08:09:09Z,-0.0422442,52.1413883,117.0,17.0
2015-07-12T08:09:11Z,-0.0420494,52.1414432,115.0,15.0
2015-07-12T08:09:13Z,-0.041796,52.1414659,114.0,17.0
2015-07-12T08:09:15Z,-0.0416246,52.1414934,113.0,21.0
2015-07-12T08:09:17Z,-0.0414434,52.1414956,112.0,22.0
2015-07-12T08:09:19Z,-0.0412143,52.1415052,112.0,22.0
2015-07-12T08:09:21Z,-0.0409905,52.141586,112.0,27.0
2015-07-12T08:09:23Z,-0.0407827,52.1416845,113.0,27.0
2015-07-12T08:09:26Z,-0.0405812,52.1417375,111.0,23.0
2015-07-12T08:09:29Z,-0.0403756,52.1417608,115.0,20.0
2015-07-12T08:09:31Z,-0.0402102,52.1417979,114.0,17.0
2015-07-12T08:09:34Z,-0.0400658,52.1418635,120.0,18.0
2015-07-12T08:09:39Z,-0.039774,52.1419307,127.0,20.0
2015-07-12T08:09:43Z,-0.0395712,52.1418879,126.0,15.0
2015-07-12T08:09:45Z,-0.0394124,52.141834,125.0,15.0
2015-07-12T08:09:47Z,-0.0392218,52.1417152,116.0,12.0
2015-07-12T08:09:49Z,-0.0392277,52.1415888,116.0,13.0
2015-07-12T08:09:51Z,-0.0392261,52.1414723,115.0,14.0
2015-07-12T08:09:53Z,-0.0391912,52.1413614,116.0,14.0
2015-07-12T08:09:55Z,-0.0391097,52.1412274,115.0,14.0
2015-07-12T08:09:57Z,-0.039014,52.141098,113.0,14.0
2015-07-12T08:09:59Z,-0.0389775,52.1410038,115.0,14.0
2015-07-12T08:10:01Z,-0.0388635,52.1409066,114.0,13.0
2015-07-12T08:10:03Z,-0.0387936,52.1407648,111.0,13.0
2015-07-12T08:10:06Z,-0.0386867,52.1406738,112.0,12.0
2015-07-12T08:10:08Z,-0.0386013,52.1405867,116.0,13.0
2015-07-12T08:10:11Z,-0.0384931,52.1404488,112.0,12.0
2015-07-12T08:10:13Z,-0.0384016,52.1403482,113.0,12.0
2015-07-12T08:10:15Z,-0.0383229,52.1402656,114.0,12.0
2015-07-12T08:10:17Z,-0.0382273,52.1401678,115.0,12.0
2015-07-12T08:10:19Z,-0.0381501,52.1400514,113.0,12.0
2015-07-12T08:10:21Z,-0.0380624,52.1399617,115.0,12.0
2015-07-12T08:10:23Z,-0.0379794,52.1398675,115.0,13.0
2015-07-12T08:10:25Z,-0.037887,52.1397626,116.0,12.0
2015-07-12T08:10:27Z,-0.0377873,52.1396545,115.0,12.0
2015-07-12T08:10:29Z,-0.0376848,52.1395828,116.0,12.0
2015-07-12T08:10:31Z,-0.0375726,52.1395217,118.0,12.0
2015-07-12T08:10:33Z,-0.0374946,52.1394226,118.0,12.0
2015-07-12T08:10:35Z,-0.0373247,52.1392949,116.0,12.0
2015-07-12T08:10:38Z,-0.0371316,52.1392021,121.0,13.0
2015-07-12T08:10:40Z,-0.037055,52.139107,121.0,14.0
2015-07-12T08:10:42Z,-0.0369571,52.1389522,119.0,12.0
2015-07-12T08:10:45Z,-0.036868,52.1388382,120.0,12.0
2015-07-12T08:10:46Z,-0.0367271,52.1387408,124.0,12.0
2015-07-12T08:10:48Z,-0.0366156,52.1386356,124.0,11.0
2015-07-12T08:10:50Z,-0.0364681,52.1385537,122.0,12.0
2015-07-12T08:10:52Z,-0.0362772,52.138464,121.0,11.0
2015-07-12T08:10:55Z,-0.0360842,52.1383571,120.0,11.0
2015-07-12T08:10:57Z,-0.0359385,52.1382672,119.0,11.0
2015-07-12T08:10:59Z,-0.0358105,52.1381908,119.0,11.0
2015-07-12T08:11:01Z,-0.0356752,52.1381055,123.0,11.0
2015-07-12T08:11:03Z,-0.0355291,52.1380233,123.0,11.0
2015-07-12T08:11:05Z,-0.0354306,52.1379504,123.0,11.0
2015-07-12T08:11:07Z,-0.0353036,52.1378776,124.0,12.0
2015-07-12T08:11:09Z,-0.0351471,52.1377628,120.0,11.0
2015-07-12T08:11:11Z,-0.0349955,52.1376823,119.0,11.0
2015-07-12T08:11:13Z,-0.0348225,52.1376067,117.0,11.0
2015-07-12T08:11:15Z,-0.0346877,52.1375037,115.0,12.0
2015-07-12T08:11:17Z,-0.0345626,52.1374141,114.0,12.0
2015-07-12T08:11:19Z,-0.0343595,52.1373058,110.0,11.0
2015-07-12T08:11:21Z,-0.0341846,52.1372241,109.0,11.0
2015-07-12T08:11:23Z,-0.0340122,52.1371468,112.0,10.0
2015-07-12T08:11:25Z,-0.0338404,52.1370925,112.0,11.0
2015-07-12T08:11:27Z,-0.0336251,52.1370245,111.0,11.0
2015-07-12T08:11:29Z,-0.0334062,52.1369398,108.0,11.0
2015-07-12T08:11:31Z,-0.0332416,52.1368806,109.0,11.0
2015-07-12T08:11:33Z,-0.0331174,52.1368062,110.0,12.0
2015-07-12T08:11:35Z,-0.0329566,52.1367215,108.0,12.0
2015-07-12T08:11:37Z,-0.0328239,52.1366384,109.0,12.0
2015-07-12T08:11:41Z,-0.0326471,52.1364936,108.0,13.0
2015-07-12T08:11:42Z,-0.0325209,52.1364016,110.0,13.0
2015-07-12T08:11:44Z,-0.0324103,52.1363167,109.0,13.0
2015-07-12T08:11:46Z,-0.032255,52.1362214,109.0,12.0
2015-07-12T08:11:48Z,-0.0321465,52.1361263,105.0,12.0
2015-07-12T08:11:50Z,-0.0320004,52.1360247,107.0,12.0
2015-07-12T08:11:52Z,-0.0318001,52.1358934,104.0,12.0
2015-07-12T08:11:54Z,-0.0316219,52.1358217,106.0,12.0
2015-07-12T08:11:56Z,-0.0313706,52.1357294,103.0,12.0
2015-07-12T08:11:58Z,-0.0311896,52.1356574,102.0,11.0
2015-07-12T08:12:00Z,-0.0310075,52.135555,104.0,11.0
2015-07-12T08:12:02Z,-0.0308387,52.1354972,106.0,12.0
2015-07-12T08:12:04Z,-0.0306736,52.135402,106.0,11.0
2015-07-12T08:12:06Z,-0.0305119,52.1353119,106.0,11.0
2015-07-12T08:12:08Z,-0.0303195,52.1352367,104.0,11.0
2015-07-12T08:12:10Z,-0.0301334,52.135158,103.0,12.0
2015-07-12T08:12:12Z,-0.0299263,52.1351056,105.0,12.0
2015-07-12T08:12:14Z,-0.0297505,52.1350523,104.0,12.0
2015-07-12T08:12:16Z,-0.0295068,52.1349934,102.0,13.0
2015-07-12T08:12:18Z,-0.0293174,52.134904,104.0,13.0
2015-07-12T08:12:20Z,-0.029133,52.1348492,106.0,14.0
2015-07-12T08:12:22Z,-0.0289576,52.1347787,106.0,14.0
2015-07-12T08:12:24Z,-0.0287174,52.1347104,103.0,14.0
2015-07-12T08:12:26Z,-0.0285776,52.1346143,102.0,14.0
2015-07-12T08:12:28Z,-0.0283384,52.1345327,100.0,14.0
2015-07-12T08:12:30Z,-0.028193,52.1344681,100.0,13.0
2015-07-12T08:12:32Z,-0.0280077,52.1343835,102.0,13.0
2015-07-12T08:12:34Z,-0.027807,52.1343009,101.0,13.0
2015-07-12T08:12:36Z,-0.0276523,52.1342488,104.0,13.0
2015-07-12T08:12:38Z,-0.0274049,52.1341634,104.0,12.0
2015-07-12T08:12:40Z,-0.0271828,52.1341084,105.0,12.0
2015-07-12T08:12:42Z,-0.0269906,52.13403,107.0,11.0
2015-07-12T08:12:44Z,-0.0267983,52.1339596,108.0,10.0
2015-07-12T08:12:46Z,-0.0265941,52.1338862,106.0,10.0
2015-07-12T08:12:48Z,-0.0263978,52.1338169,105.0,10.0
2015-07-12T08:12:50Z,-0.0262282,52.1337634,105.0,11.0
2015-07-12T08:12:52Z,-0.0261008,52.1337185,106.0,12.0
2015-07-12T08:12:55Z,-0.0259872,52.1336435,107.0,12.0
2015-07-12T08:13:00Z,-0.0258376,52.1335955,105.0,11.0
2015-07-12T08:13:13Z,-0.0256703,52.1336571,101.0,9.0
2015-07-12T08:13:16Z,-0.025481,52.1337171,100.0,10.0
2015-07-12T08:13:18Z,-0.0253381,52.1337528,102.0,10.0
2015-07-12T08:13:20Z,-0.0252055,52.1338138,103.0,10.0
2015-07-12T08:13:22Z,-0.0250543,52.13388,102.0,11.0
2015-07-12T08:13:24Z,-0.0248948,52.1339453,102.0,12.0
2015-07-12T08:13:26Z,-0.024663,52.1340268,100.0,11.0
2015-07-12T08:13:28Z,-0.024463,52.1340931,99.0,12.0
2015-07-12T08:13:30Z,-0.0243148,52.1341562,101.0,12.0
2015-07-12T08:13:32Z,-0.0241404,52.1342357,98.0,13.0
2015-07-12T08:13:34Z,-0.0239652,52.1343122,96.0,17.0
2015-07-12T08:13:36Z,-0.0237428,52.134411,96.0,15.0
2015-07-12T08:13:38Z,-0.0235585,52.1344705,97.0,14.0
2015-07-12T08:13:42Z,-0.0233385,52.134541,98.0,14.0
2015-07-12T08:13:44Z,-0.0231854,52.1343772,100.0,13.0
2015-07-12T08:13:46Z,-0.0230721,52.1343193,102.0,13.0
2015-07-12T08:13:48Z,-0.0227555,52.1342365,98.0,12.0
2015-07-12T08:13:50Z,-0.0225421,52.1341476,95.0,12.0
2015-07-12T08:13:52Z,-0.0223925,52.1340194,93.0,12.0
2015-07-12T08:13:54Z,-0.0221973,52.1339418,96.0,11.0
2015-07-12T08:13:56Z,-0.0220129,52.1338315,95.0,11.0
2015-07-12T08:13:58Z,-0.021808,52.1337629,96.0,12.0
2015-07-12T08:14:00Z,-0.0216304,52.1336867,94.0,12.0
2015-07-12T08:14:02Z,-0.0214694,52.1335774,97.0,14.0
2015-07-12T08:14:04Z,-0.0212771,52.1335015,98.0,12.0
2015-07-12T08:14:06Z,-0.0211037,52.1333844,98.0,12.0
2015-07-12T08:14:08Z,-0.0208934,52.1332935,99.0,12.0
2015-07-12T08:14:10Z,-0.0207189,52.133196,99.0,12.0
2015-07-12T08:14:12Z,-0.0204865,52.133103,96.0,12.0
2015-07-12T08:14:14Z,-0.0202922,52.1329814,92.0,11.0
2015-07-12T08:14:16Z,-0.0201751,52.1328764,90.0,11.0
2015-07-12T08:14:18Z,-0.0200063,52.1327782,90.0,11.0
2015-07-12T08:14:20Z,-0.0198597,52.1326746,90.0,11.0
2015-07-12T08:14:22Z,-0.0196445,52.132569,90.0,11.0
2015-07-12T08:14:24Z,-0.0194947,52.1324886,89.0,12.0
2015-07-12T08:14:26Z,-0.0193628,52.1323954,88.0,12.0
2015-07-12T08:14:28Z,-0.019171,52.1323228,87.0,12.0
2015-07-12T08:14:30Z,-0.0190317,52.1322344,84.0,12.0
2015-07-12T08:14:32Z,-0.0189265,52.1321643,85.0,12.0
2015-07-12T08:14:34Z,-0.0187597,52.1321034,83.0,13.0
2015-07-12T08:14:36Z,-0.0185969,52.1320382,83.0,16.0
2015-07-12T08:14:39Z,-0.0184876,52.1319064,86.0,14.0
2015-07-12T08:14:41Z,-0.0182919,52.1318423,92.0,13.0
2015-07-12T08:14:43Z,-0.0181477,52.1316907,91.0,13.0
2015-07-12T08:14:45Z,-0.0179843,52.131608,90.0,12.0
2015-07-12T08:14:47Z,-0.0178095,52.1315116,87.0,12.0
2015-07-12T08:14:50Z,-0.0175785,52.1314192,89.0,12.0
2015-07-12T08:14:52Z,-0.0174404,52.1313515,92.0,12.0
2015-07-12T08:14:54Z,-0.0172775,52.1312626,91.0,14.0
2015-07-12T08:14:56Z,-0.0171033,52.1311798,90.0,17.0
2015-07-12T08:14:58Z,-0.0168709,52.1311123,90.0,16.0
2015-07-12T08:15:00Z,-0.0166313,52.1310553,90.0,16.0
2015-07-12T08:15:02Z,-0.0165539,52.1309181,91.0,19.0
2015-07-12T08:15:04Z,-0.0164639,52.1307885,92.0,17.0
2015-07-12T08:15:06Z,-0.0162152,52.1308132,91.0,15.0
2015-07-12T08:15:08Z,-0.0159948,52.1307708,90.0,15.0
2015-07-12T08:15:10Z,-0.0158629,52.130902,90.0,16.0
2015-07-12T08:15:12Z,-0.0157792,52.1310774,96.0,15.0
2015-07-12T08:15:14Z,-0.015649,52.1312397,97.0,16.0
2015-07-12T08:15:16Z,-0.0155914,52.1313818,99.0,17.0
2015-07-12T08:15:18Z,-0.0154384,52.1315076,94.0,16.0
2015-07-12T08:15:20Z,-0.0151903,52.13164,93.0,15.0
2015-07-12T08:15:22Z,-0.0151236,52.1317355,95.0,14.0
2015-07-12T08:15:24Z,-0.0149192,52.1318079,93.0,13.0
2015-07-12T08:15:26Z,-0.014742,52.1318679,95.0,13.0
2015-07-12T08:15:28Z,-0.0145256,52.1319371,92.0,13.0
2015-07-12T08:15:30Z,-0.0143195,52.1320353,92.0,12.0
2015-07-12T08:15:32Z,-0.014158,52.132121,93.0,12.0
2015-07-12T08:15:34Z,-0.0139821,52.1322307,93.0,12.0
2015-07-12T08:15:36Z,-0.0138925,52.1323203,94.0,12.0
2015-07-12T08:15:38Z,-0.0137672,52.1324226,93.0,12.0
2015-07-12T08:15:40Z,-0.0136612,52.1325273,93.0,11.0
2015-07-12T08:15:42Z,-0.0135951,52.1326292,95.0,11.0
2015-07-12T08:15:44Z,-0.0134727,52.1327473,92.0,11.0
2015-07-12T08:15:46Z,-0.0134098,52.1328493,95.0,11.0
2015-07-12T08:15:48Z,-0.0133411,52.1329488,98.0,11.0
2015-07-12T08:15:50Z,-0.0132399,52.1330467,97.0,12.0
2015-07-12T08:15:52Z,-0.0130956,52.1331508,95.0,12.0
2015-07-12T08:15:54Z,-0.013005,52.1332592,96.0,12.0
2015-07-12T08:15:57Z,-0.0129033,52.1334039,98.0,12.0
2015-07-12T08:15:59Z,-0.012841,52.1335142,99.0,12.0
2015-07-12T08:16:01Z,-0.0126443,52.1336437,98.0,12.0
2015-07-12T08:16:03Z,-0.0125314,52.1337389,98.0,13.0
2015-07-12T08:16:05Z,-0.0123721,52.1338276,97.0,13.0
2015-07-12T08:16:07Z,-0.0122899,52.1339126,99.0,12.0
2015-07-12T08:16:09Z,-0.0121981,52.133994,99.0,14.0
2015-07-12T08:16:11Z,-0.0120728,52.1340818,98.0,15.0
2015-07-12T08:16:13Z,-0.0120215,52.1342278,97.0,14.0
2015-07-12T08:16:15Z,-0.0119959,52.1343242,99.0,13.0
2015-07-12T08:16:18Z,-0.0118769,52.1344398,97.0,12.0
2015-07-12T08:16:22Z,-0.0117852,52.1345253,99.0,12.0
2015-07-12T08:16:24Z,-0.0116536,52.134642,94.0,12.0
2015-07-12T08:16:26Z,-0.0115651,52.1347314,96.0,12.0
2015-07-12T08:16:28Z,-0.0115068,52.1348247,97.0,11.0
2015-07-12T08:16:30Z,-0.0113941,52.1349317,94.0,12.0
2015-07-12T08:16:32Z,-0.0112054,52.1350422,95.0,13.0
2015-07-12T08:16:34Z,-0.0111385,52.1351426,95.0,11.0
2015-07-12T08:16:36Z,-0.0110974,52.1352509,96.0,12.0
2015-07-12T08:16:39Z,-0.0109947,52.135355,96.0,11.0
2015-07-12T08:16:42Z,-0.0109668,52.1354645,98.0,12.0
2015-07-12T08:16:47Z,-0.010852,52.135534,101.0,11.0
2015-07-12T08:16:51Z,-0.0105402,52.1354466,106.0,13.0
2015-07-12T08:16:53Z,-0.0103476,52.1354036,105.0,15.0
2015-07-12T08:16:56Z,-0.0101471,52.1353796,105.0,13.0
2015-07-12T08:16:58Z,-0.0098984,52.1353518,106.0,13.0
2015-07-12T08:17:00Z,-0.0097069,52.1353459,104.0,14.0
2015-07-12T08:17:02Z,-0.0094896,52.1353317,106.0,13.0
2015-07-12T08:17:04Z,-0.0092813,52.1353267,108.0,12.0
2015-07-12T08:17:06Z,-0.0090708,52.1353147,108.0,12.0
2015-07-12T08:17:08Z,-0.0088785,52.1352982,110.0,12.0
2015-07-12T08:17:10Z,-0.0086435,52.1352938,112.0,12.0
2015-07-12T08:17:12Z,-0.0084425,52.1352843,111.0,13.0
2015-07-12T08:17:14Z,-0.0083005,52.1353169,113.0,14.0
2015-07-12T08:17:16Z,-0.0081323,52.1353092,115.0,14.0
2015-07-12T08:17:18Z,-0.0079429,52.1353031,115.0,14.0
2015-07-12T08:17:21Z,-0.0078088,52.1353392,115.0,15.0
2015-07-12T08:18:18Z,-0.0076712,52.1352823,115.0,10.0
2015-07-12T08:18:21Z,-0.0075011,52.1352965,115.0,10.0
2015-07-12T08:18:23Z,-0.0073377,52.1353025,114.0,11.0
2015-07-12T08:18:25Z,-0.0071195,52.1353099,114.0,11.0
2015-07-12T08:18:27Z,-0.0069653,52.1352983,113.0,12.0
2015-07-12T08:18:29Z,-0.0067754,52.1352967,112.0,12.0
2015-07-12T08:18:31Z,-0.0065672,52.1352679,112.0,13.0
2015-07-12T08:18:33Z,-0.0063207,52.1352895,113.0,14.0
2015-07-12T08:18:35Z,-0.0061301,52.135269,111.0,14.0
2015-07-12T08:18:37Z,-0.0059554,52.1352607,113.0,15.0
2015-07-12T08:18:39Z,-0.0057022,52.1352276,114.0,14.0
2015-07-12T08:18:41Z,-0.0055169,52.1352064,113.0,15.0
2015-07-12T08:18:43Z,-0.0053045,52.1351833,114.0,16.0
2015-07-12T08:18:45Z,-0.0051178,52.1351638,114.0,17.0
2015-07-12T08:18:47Z,-0.0049349,52.1351594,114.0,19.0
2015-07-12T08:18:49Z,-0.0047191,52.135138,114.0,20.0
2015-07-12T08:18:51Z,-0.0044922,52.135127,114.0,21.0
2015-07-12T08:18:55Z,-0.004244,52.1351346,115.0,18.0
2015-07-12T08:18:57Z,-0.004055,52.1350995,114.0,18.0
2015-07-12T08:18:59Z,-0.0038077,52.135147,115.0,18.0
2015-07-12T08:19:01Z,-0.003641,52.1351519,114.0,19.0
2015-07-12T08:19:03Z,-0.0034468,52.1351577,114.0,21.0
2015-07-12T08:19:05Z,-0.0030146,52.1351338,115.0,22.0
2015-07-12T08:19:07Z,-0.0027901,52.1351326,114.0,23.0
2015-07-12T08:19:09Z,-0.0025325,52.1351275,115.0,25.0
2015-07-12T08:19:11Z,-0.0023063,52.1351473,117.0,27.0
2015-07-12T08:19:13Z,-0.0021026,52.1351948,116.0,24.0
2015-07-12T08:19:15Z,-0.0018718,52.1352392,116.0,23.0
2015-07-12T08:19:17Z,-0.0015902,52.1352724,117.0,27.0
2015-07-12T08:19:19Z,-0.0012659,52.1353534,113.0,27.0
2015-07-12T08:19:21Z,-0.0010616,52.1353529,112.0,23.0
2015-07-12T08:19:23Z,-0.0008607,52.1353717,115.0,20.0
2015-07-12T08:19:25Z,-0.0006165,52.1354035,112.0,18.0
2015-07-12T08:19:27Z,-0.0004006,52.1354338,114.0,16.0
2015-07-12T08:19:29Z,-0.0000496,52.1354461,110.0,15.0
2015-07-12T08:19:31Z,0.0001616,52.1354441,109.0,15.0
2015-07-12T08:19:33Z,0.0004929,52.135468,104.0,14.0
2015-07-12T08:19:36Z,0.0007551,52.135484,103.0,14.0
2015-07-12T08:19:38Z,0.0010362,52.135515,101.0,14.0
2015-07-12T08:19:40Z,0.0012971,52.1355346,100.0,14.0
2015-07-12T08:19:42Z,0.001522,52.1355263,99.0,14.0
2015-07-12T08:19:44Z,0.0016781,52.1355527,101.0,14.0
2015-07-12T08:19:46Z,0.0019133,52.1355877,104.0,14.0
2015-07-12T08:19:49Z,0.0021217,52.1355892,109.0,14.0
2015-07-12T08:19:51Z,0.0023362,52.1355899,110.0,13.0
2015-07-12T08:19:53Z,0.002584,52.1355885,112.0,14.0
2015-07-12T08:19:55Z,0.0028289,52.135598,113.0,14.0
2015-07-12T08:19:57Z,0.0030513,52.1356,115.0,14.0
2015-07-12T08:19:59Z,0.0033257,52.1356193,112.0,14.0
2015-07-12T08:20:01Z,0.00364,52.1356082,108.0,13.0
2015-07-12T08:20:03Z,0.0038621,52.1356262,109.0,13.0
2015-07-12T08:20:05Z,0.0040911,52.1356314,109.0,14.0
2015-07-12T08:20:07Z,0.0042981,52.1356146,112.0,14.0
2015-07-12T08:20:09Z,0.0045513,52.1356206,111.0,15.0
2015-07-12T08:20:11Z,0.004778,52.1356023,113.0,14.0
2015-07-12T08:20:13Z,0.0049841,52.1356279,114.0,13.0
2015-07-12T08:20:15Z,0.0052737,52.1356419,114.0,12.0
2015-07-12T08:20:17Z,0.0054776,52.1356432,115.0,13.0
2015-07-12T08:20:19Z,0.0057032,52.1356669,117.0,12.0
2015-07-12T08:20:21Z,0.0059536,52.1356802,116.0,12.0
2015-07-12T08:20:23Z,0.0061798,52.1356592,119.0,12.0
2015-07-12T08:20:25Z,0.0064547,52.1356674,113.0,12.0
2015-07-12T08:20:27Z,0.0066547,52.1356693,114.0,13.0
2015-07-12T08:20:29Z,0.0069575,52.1356768,113.0,12.0
2015-07-12T08:20:31Z,0.0071798,52.1356862,114.0,11.0
2015-07-12T08:20:33Z,0.0074136,52.1357058,114.0,11.0
2015-07-12T08:20:35Z,0.0076782,52.1357242,111.0,11.0
2015-07-12T08:20:37Z,0.0079209,52.1357255,109.0,12.0
2015-07-12T08:20:39Z,0.0082159,52.1357427,110.0,12.0
2015-07-12T08:20:41Z,0.0084676,52.1357559,109.0,12.0
2015-07-12T08:20:43Z,0.0087417,52.1357722,108.0,11.0
2015-07-12T08:20:45Z,0.00895,52.1357857,111.0,11.0
2015-07-12T08:20:47Z,0.0092188,52.1357881,111.0,11.0
2015-07-12T08:20:49Z,0.0094516,52.1358117,112.0,11.0
2015-07-12T08:20:51Z,0.0096873,52.1358115,113.0,11.0
2015-07-12T08:20:53Z,0.009943,52.1358193,112.0,11.0
2015-07-12T08:20:55Z,0.0101879,52.1358189,111.0,11.0
2015-07-12T08:20:57Z,0.0104237,52.1358318,111.0,11.0
2015-07-12T08:20:59Z,0.0106591,52.1358427,112.0,11.0
2015-07-12T08:21:01Z,0.0109459,52.1358627,112.0,11.0
2015-07-12T08:21:03Z,0.0111856,52.1358767,110.0,11.0
2015-07-12T08:21:05Z,0.0114499,52.1358877,109.0,11.0
2015-07-12T08:21:07Z,0.0116979,52.1358989,110.0,12.0
2015-07-12T08:21:09Z,0.0119599,52.1359068,110.0,12.0
2015-07-12T08:21:11Z,0.0122142,52.1359148,110.0,11.0
2015-07-12T08:21:13Z,0.012481,52.1359177,111.0,11.0
2015-07-12T08:21:15Z,0.0127294,52.1359284,109.0,12.0
2015-07-12T08:21:17Z,0.0129394,52.1359345,112.0,12.0
2015-07-12T08:21:19Z,0.0131885,52.1359452,112.0,12.0
2015-07-12T08:21:21Z,0.0134032,52.1359536,112.0,12.0
2015-07-12T08:21:23Z,0.0136623,52.1359543,111.0,12.0
2015-07-12T08:21:25Z,0.0138515,52.135959,115.0,13.0
2015-07-12T08:21:27Z,0.0140966,52.1359749,112.0,12.0
2015-07-12T08:21:29Z,0.0142971,52.1359833,115.0,12.0
2015-07-12T08:21:31Z,0.0145571,52.1359906,113.0,12.0
2015-07-12T08:21:33Z,0.014773,52.1359895,113.0,12.0
2015-07-12T08:21:35Z,0.0149742,52.135998,113.0,11.0
2015-07-12T08:21:37Z,0.0152331,52.136004,112.0,11.0
2015-07-12T08:21:39Z,0.0154591,52.136015,112.0,11.0
2015-07-12T08:21:41Z,0.0156462,52.1360251,113.0,11.0
2015-07-12T08:21:43Z,0.0158714,52.1360412,112.0,12.0
2015-07-12T08:21:45Z,0.0161168,52.136048,112.0,11.0
2015-07-12T08:21:47Z,0.0163685,52.1360575,112.0,12.0
2015-07-12T08:21:49Z,0.016565,52.1360509,112.0,13.0
2015-07-12T08:21:51Z,0.0167653,52.1360505,112.0,12.0
2015-07-12T08:21:53Z,0.0169951,52.1360611,112.0,11.0
2015-07-12T08:21:55Z,0.0172588,52.1360803,110.0,11.0
2015-07-12T08:21:57Z,0.0174672,52.1360898,111.0,11.0
2015-07-12T08:21:59Z,0.0176786,52.1360986,112.0,11.0
2015-07-12T08:22:01Z,0.0179008,52.1360944,112.0,10.0
2015-07-12T08:22:03Z,0.0181296,52.1360777,111.0,10.0
2015-07-12T08:22:05Z,0.0183419,52.1360432,109.0,10.0
2015-07-12T08:22:07Z,0.0185336,52.1359754,109.0,10.0
2015-07-12T08:22:09Z,0.0187808,52.135875,105.0,10.0
2015-07-12T08:22:11Z,0.0190076,52.1357317,105.0,11.0
2015-07-12T08:22:13Z,0.0190995,52.135608,104.0,12.0
2015-07-12T08:22:15Z,0.0191488,52.1354784,104.0,13.0
2015-07-12T08:22:17Z,0.0192104,52.1353296,105.0,13.0
2015-07-12T08:22:19Z,0.0192843,52.1351905,105.0,14.0
2015-07-12T08:22:21Z,0.0193298,52.1350546,105.0,16.0
2015-07-12T08:22:23Z,0.0194032,52.1348892,106.0,16.0
2015-07-12T08:22:25Z,0.0193684,52.1346875,107.0,15.0
2015-07-12T08:22:27Z,0.0193843,52.1345671,101.0,14.0
2015-07-12T08:22:29Z,0.0194181,52.134412,104.0,14.0
2015-07-12T08:22:31Z,0.0194349,52.134268,106.0,13.0
2015-07-12T08:22:33Z,0.0194272,52.1341536,107.0,14.0
2015-07-12T08:22:35Z,0.019405,52.1340034,107.0,14.0
2015-07-12T08:22:37Z,0.0194384,52.1338493,108.0,14.0
2015-07-12T08:22:39Z,0.0194671,52.1336892,107.0,15.0
2015-07-12T08:22:41Z,0.0194114,52.1334997,104.0,15.0
2015-07-12T08:22:43Z,0.0194628,52.1333629,107.0,16.0
2015-07-12T08:22:45Z,0.0195157,52.1332371,107.0,14.0
2015-07-12T08:22:47Z,0.0195537,52.1330881,105.0,14.0
2015-07-12T08:22:49Z,0.0197088,52.1329431,103.0,15.0
2015-07-12T08:22:51Z,0.0198944,52.132801,97.0,14.0
2015-07-12T08:22:53Z,0.0199674,52.1326952,99.0,13.0
